Control Mode;EV | PV Penetration;count;mean;std;min;25%;50%;75%;max
voltvar;80 | 40;1000.00;1618.08;125.58;1279.65;1529.73;1616.78;1699.48;2117.73
voltvar;80 | 60;1000.00;1595.54;112.84;1283.65;1518.14;1592.93;1670.01;1944.85
voltvar;80 | 80;1000.00;1641.65;119.71;1310.54;1554.30;1637.38;1713.96;2039.31
voltwatt;0 | 100;1000.00;451.26;6.70;431.70;446.51;451.19;455.98;477.35
voltwatt;0 | 20;1000.00;488.68;11.67;441.31;480.99;489.94;497.09;515.64
voltwatt;0 | 40;1000.00;471.26;10.12;437.13;464.92;471.61;478.04;502.86
voltwatt;0 | 60;1000.00;462.21;8.84;436.79;456.32;462.34;468.14;488.03
voltwatt;0 | 80;1000.00;456.07;7.37;437.33;450.68;455.95;461.00;477.88
voltwatt;100 | 0;1000.00;654.13;0.41;653.23;653.85;654.09;654.36;656.03
voltwatt;100 | 100;984.00;543.39;10.23;518.18;536.23;543.47;550.49;578.92
voltwatt;100 | 20;1000.00;596.71;15.37;533.24;585.99;597.42;607.95;633.04
voltwatt;100 | 40;1000.00;571.77;15.34;519.85;561.82;572.19;582.34;621.42
voltwatt;100 | 60;1000.00;559.67;13.73;513.43;550.38;560.08;568.85;601.16
voltwatt;100 | 80;1000.00;550.39;11.72;515.11;542.64;549.76;558.08;589.66
voltwatt;20 | 0;1000.00;555.50;2.96;547.41;553.52;555.56;557.50;563.53
voltwatt;20 | 100;588.00;468.02;7.86;446.51;462.53;468.34;473.22;497.47
voltwatt;20 | 20;1000.00;508.38;12.67;462.15;499.56;508.97;517.31;542.46
voltwatt;20 | 40;1000.00;488.83;11.43;454.28;480.91;489.47;496.27;522.46
voltwatt;20 | 60;976.00;480.42;9.68;446.03;474.19;480.61;487.09;512.65
voltwatt;20 | 80;699.00;473.11;8.55;450.04;466.94;472.79;478.34;500.75
voltwatt;40 | 0;673.00;580.86;4.80;569.84;578.16;580.66;583.19;660.56
voltwatt;40 | 100;678.00;487.50;8.55;465.73;481.64;487.40;493.19;519.63
voltwatt;40 | 20;708.00;531.94;14.90;483.02;522.28;532.58;541.34;684.00
voltwatt;40 | 40;975.00;509.93;13.04;464.40;500.75;510.07;519.52;543.35
voltwatt;40 | 60;699.00;500.28;10.71;461.52;493.52;500.37;507.76;531.66
voltwatt;40 | 80;938.00;493.23;9.76;462.82;486.39;493.02;499.53;531.52
voltwatt;60 | 0;1000.00;604.09;3.73;589.27;601.43;604.08;606.77;615.66
voltwatt;60 | 100;746.00;505.87;8.97;478.12;499.47;505.54;512.11;533.80
voltwatt;60 | 20;944.00;552.04;14.52;482.31;543.11;552.75;561.73;588.93
voltwatt;60 | 40;1000.00;529.26;14.02;480.93;519.66;529.00;539.08;567.91
voltwatt;60 | 60;749.00;518.69;11.74;483.64;510.96;518.82;526.77;556.45
voltwatt;60 | 80;924.00;510.35;15.62;144.94;503.51;510.57;517.41;543.10
voltwatt;80 | 0;1000.00;630.10;3.11;618.84;627.89;630.10;632.33;639.53
voltwatt;80 | 100;1000.00;524.94;9.91;496.07;517.87;524.55;531.78;558.19
voltwatt;80 | 20;1000.00;575.19;15.23;520.45;565.38;576.15;586.63;615.73
voltwatt;80 | 40;1000.00;551.31;14.74;507.93;541.26;551.84;561.38;597.93
voltwatt;80 | 60;1000.00;541.04;13.21;489.58;531.67;541.13;549.65;589.60
voltwatt;80 | 80;1000.00;532.06;10.53;503.39;524.89;531.74;538.94;567.42
